Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Purchased_Based_on_Recommendation,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,beauty and personal care,clothing and fashion,groceries and gourmet food,home and kitchen,others
2023-06-06 10:03:52-05:30,23,male,once a week,['clothing and fashion'],sometimes,few times a week,filter,multiple pages,1,no,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,no,1,no,2,2,competitive prices,customer service responsiveness,0,1,0,0,0
2023-06-06 10:07:39-05:30,24,male,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,few times a week,keyword,multiple pages,1,yes,often,others,sometimes,yes,moderately,yes,2,yes,2,2,competitive prices,product quality and accuracy,1,1,1,1,0
2023-06-06 10:17:06-05:30,24,female,few times a month,['others'],yes,few times a week,keyword,multiple pages,1,yes,often,changed my mind or no longer need the item,sometimes,no,moderately,yes,2,yes,3,2,wide product selection,customer service responsiveness,0,0,0,0,1
2023-06-06 10:19:05-05:30,26,female,less than once a month,['others'],no,few times a month,keyword,multiple pages,1,yes,sometimes,high shipping costs,often,yes,moderately,yes,1,yes,2,1,product recommendations,shipping speed and reliability,0,0,0,0,1
2023-06-06 10:22:47-05:30,25,female,less than once a month,['clothing and fashion'],sometimes,rarely,categories,first page,5,yes,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,yes,4,sometimes,4,3,wide product selection,shipping speed and reliability,0,1,0,0,0
2023-06-06 10:36:14-05:30,26,male,few times a month,"['clothing and fashion', 'others']",no,few times a week,keyword,multiple pages,4,yes,sometimes,found a better price elsewhere,never,no,occasionally,sometimes,3,no,3,3,product recommendations,reducing packaging waste,0,1,0,0,1
2023-06-06 10:46:31-05:30,29,male,less than once a month,['others'],no,rarely,keyword,first page,4,no,sometimes,found a better price elsewhere,rarely,no,moderately,yes,3,sometimes,4,4,wide product selection,product quality and accuracy,0,0,0,0,1
2023-06-06 11:20:53-05:30,23,female,once a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",yes,few times a month,keyword,multiple pages,2,yes,often,high shipping costs,often,yes,moderately,yes,2,yes,3,4,competitive prices,reducing packaging waste,1,1,0,1,0
2023-06-06 11:49:21-05:30,30,male,multiple times a week,"['clothing and fashion', 'home and kitchen']",yes,few times a week,keyword,multiple pages,3,yes,sometimes,found a better price elsewhere,sometimes,yes,moderately,yes,1,yes,1,2,competitive prices,customer service responsiveness,0,1,0,1,0
2023-06-06 12:00:16-05:30,23,female,less than once a month,"['beauty and personal care', 'home and kitchen']",no,multiple times a day,categories,multiple pages,1,yes,sometimes,found a better price elsewhere,often,no,heavily,yes,3,sometimes,3,3,wide product selection,customer service responsiveness,1,0,0,1,0
2023-06-06 12:52:14-05:30,21,female,less than once a month,['clothing and fashion'],no,rarely,keyword,multiple pages,1,yes,never,high shipping costs,never,no,heavily,yes,4,sometimes,3,3,wide product selection,reducing packaging waste,0,1,0,0,0
2023-06-06 13:06:16-05:30,23,female,once a month,"['beauty and personal care', 'home and kitchen']",no,few times a week,categories,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,often,yes,moderately,no,3,yes,2,2,product recommendations,product quality and accuracy,1,0,0,1,0
2023-06-06 14:07:12-05:30,21,female,once a month,['clothing and fashion'],sometimes,few times a week,unknown,multiple pages,3,yes,always,changed my mind or no longer need the item,often,no,moderately,sometimes,3,sometimes,3,3,user-friendly website/app interface,customer service responsiveness,0,1,0,0,0
2023-06-06 15:02:38-05:30,23,female,less than once a month,"['clothing and fashion', 'others']",no,few times a month,keyword,multiple pages,2,yes,often,changed my mind or no longer need the item,rarely,no,moderately,yes,2,sometimes,2,1,wide product selection,shipping speed and reliability,0,1,0,0,1
2023-06-06 16:25:49-05:30,27,male,once a month,['others'],sometimes,few times a month,keyword,multiple pages,3,yes,sometimes,changed my mind or no longer need the item,often,yes,moderately,yes,3,sometimes,3,1,wide product selection,product quality and accuracy,0,0,0,0,1
2023-06-06 16:46:25-05:30,38,female,once a month,"['beauty and personal care', 'home and kitchen']",no,few times a month,keyword,multiple pages,2,yes,often,changed my mind or no longer need the item,never,yes,moderately,sometimes,4,sometimes,4,2,wide product selection,product quality and accuracy,1,0,0,1,0
2023-06-06 17:16:58-05:30,23,female,less than once a month,"['beauty and personal care', 'clothing and fashion']",no,rarely,keyword,first page,1,yes,sometimes,found a better price elsewhere,never,no,heavily,yes,3,no,2,2,user-friendly website/app interface,product quality and accuracy,1,1,0,0,0
2023-06-06 18:32:00-05:30,38,female,less than once a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,few times a month,categories,first page,3,no,sometimes,found a better price elsewhere,rarely,no,moderately,no,4,no,4,2,product recommendations,shipping speed and reliability,1,1,0,1,0
2023-06-06 18:32:36-05:30,23,male,few times a month,['others'],no,few times a week,categories,multiple pages,3,no,rarely,found a better price elsewhere,sometimes,yes,heavily,sometimes,2,yes,3,3,competitive prices,reducing packaging waste,0,0,0,0,1
2023-06-06 18:33:23-05:30,24,male,once a week,"['clothing and fashion', 'others']",no,few times a week,categories,first page,2,no,often,found a better price elsewhere,often,yes,occasionally,no,3,no,3,2,product recommendations,customer service responsiveness,0,1,0,0,1
2023-06-06 18:34:44-05:30,25,female,once a week,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen']",yes,few times a week,filter,first page,2,no,often,found a better price elsewhere,sometimes,yes,heavily,no,2,yes,3,2,product recommendations,customer service responsiveness,1,1,1,1,0
2023-06-06 18:35:14-05:30,26,male,less than once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,few times a week,keyword,multiple pages,1,yes,often,found a better price elsewhere,sometimes,no,heavily,yes,1,yes,2,1,wide product selection,customer service responsiveness,1,1,1,1,1
2023-06-06 18:35:33-05:30,27,male,once a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",no,few times a month,filter,first page,3,no,sometimes,found a better price elsewhere,sometimes,yes,occasionally,no,3,no,3,2,competitive prices,product quality and accuracy,1,1,0,1,1
2023-06-06 18:36:16-05:30,29,prefer not to say,once a week,['beauty and personal care'],yes,few times a week,categories,multiple pages,1,no,sometimes,found a better price elsewhere,sometimes,yes,occasionally,no,3,no,2,1,competitive prices,customer service responsiveness,1,0,0,0,0
2023-06-06 18:37:19-05:30,35,prefer not to say,few times a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,few times a month,filter,multiple pages,3,no,sometimes,found a better price elsewhere,sometimes,no,never,no,4,no,3,2,competitive prices,reducing packaging waste,1,1,0,1,0
2023-06-06 18:37:26-05:30,21,female,once a month,"['beauty and personal care', 'clothing and fashion']",yes,few times a week,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,sometimes,no,heavily,yes,1,sometimes,3,1,competitive prices,product quality and accuracy,1,1,0,0,0
2023-06-06 18:38:03-05:30,36,male,few times a month,"['beauty and personal care', 'home and kitchen']",no,few times a month,categories,first page,4,maybe,sometimes,changed my mind or no longer need the item,often,yes,occasionally,no,2,yes,2,3,product recommendations,customer service responsiveness,1,0,0,1,0
2023-06-06 18:38:45-05:30,44,female,few times a month,['beauty and personal care'],no,multiple times a day,filter,first page,2,no,often,high shipping costs,sometimes,no,occasionally,no,2,no,2,2,competitive prices,customer service responsiveness,1,0,0,0,0
2023-06-06 18:38:49-05:30,32,female,once a week,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,multiple times a day,keyword,multiple pages,1,yes,often,found a better price elsewhere,always,yes,heavily,yes,1,yes,1,1,user-friendly website/app interface,customer service responsiveness,1,1,1,1,1
2023-06-06 18:39:26-05:30,30,male,few times a month,"['groceries and gourmet food', 'beauty and personal care', 'home and kitchen']",no,few times a month,filter,multiple pages,3,yes,always,high shipping costs,often,yes,moderately,yes,4,no,3,2,competitive prices,product quality and accuracy,1,0,1,1,0
2023-06-06 18:40:27-05:30,36,others,less than once a month,['others'],sometimes,rarely,others,first page,5,maybe,never,others,never,no,never,sometimes,5,sometimes,5,5,user-friendly website/app interface,shipping speed and reliability,0,0,0,0,1
2023-06-06 18:40:30-05:30,25,male,less than once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",no,rarely,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,always,no,heavily,yes,1,yes,1,1,wide product selection,customer service responsiveness,1,1,1,1,1
2023-06-06 18:41:11-05:30,20,female,multiple times a week,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen']",yes,multiple times a day,keyword,multiple pages,1,yes,always,high shipping costs,always,yes,heavily,yes,4,yes,1,1,wide product selection,product quality and accuracy,1,1,1,1,0
2023-06-06 18:42:00-05:30,35,female,once a week,['beauty and personal care'],no,few times a month,categories,first page,3,no,rarely,changed my mind or no longer need the item,sometimes,no,occasionally,no,2,sometimes,4,3,product recommendations,product quality and accuracy,1,0,0,0,0
2023-06-06 18:42:07-05:30,42,male,less than once a month,"['groceries and gourmet food', 'home and kitchen', 'others']",yes,few times a month,keyword,multiple pages,1,yes,often,found a better price elsewhere,always,yes,heavily,yes,1,yes,1,1,wide product selection,product quality and accuracy,0,0,1,1,1
2023-06-06 18:43:02-05:30,37,female,few times a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,few times a month,categories,multiple pages,2,no,often,found a better price elsewhere,often,no,moderately,no,2,no,1,1,product recommendations,reducing packaging waste,1,1,1,1,0
2023-06-06 18:43:32-05:30,28,female,multiple times a week,"['beauty and personal care', 'clothing and fashion', 'others']",yes,multiple times a day,keyword,multiple pages,1,yes,often,changed my mind or no longer need the item,always,yes,heavily,yes,3,sometimes,2,1,wide product selection,customer service responsiveness,1,1,0,0,1
2023-06-06 18:44:04-05:30,27,male,once a week,"['beauty and personal care', 'home and kitchen']",no,few times a week,categories,first page,2,no,often,changed my mind or no longer need the item,often,no,heavily,sometimes,3,no,2,2,competitive prices,customer service responsiveness,1,0,0,1,0
2023-06-06 18:44:50-05:30,45,female,once a week,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,multiple times a day,categories,multiple pages,2,no,often,changed my mind or no longer need the item,often,no,moderately,no,2,no,2,2,competitive prices,product quality and accuracy,1,1,1,1,0
2023-06-06 18:45:07-05:30,35,male,less than once a month,"['groceries and gourmet food', 'clothing and fashion', 'home and kitchen', 'others']",yes,rarely,keyword,first page,1,yes,rarely,high shipping costs,always,yes,heavily,yes,1,yes,1,1,competitive prices,shipping speed and reliability,0,1,1,1,1
2023-06-06 18:45:33-05:30,50,female,multiple times a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,few times a week,filter,first page,3,yes,often,changed my mind or no longer need the item,rarely,yes,moderately,no,2,no,3,2,competitive prices,reducing packaging waste,1,1,0,1,0
2023-06-06 18:46:14-05:30,54,female,few times a month,"['beauty and personal care', 'others']",no,few times a week,keyword,first page,3,no,rarely,changed my mind or no longer need the item,sometimes,no,moderately,yes,2,no,3,2,competitive prices,reducing packaging waste,1,0,0,0,1
2023-06-06 18:46:21-05:30,29,female,multiple times a week,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,multiple times a day,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,always,yes,heavily,yes,1,sometimes,1,1,competitive prices,product quality and accuracy,1,1,1,1,1
2023-06-06 18:48:26-05:30,63,male,less than once a month,"['groceries and gourmet food', 'home and kitchen', 'others']",no,rarely,keyword,multiple pages,1,yes,sometimes,found a better price elsewhere,sometimes,no,heavily,yes,2,sometimes,3,2,competitive prices,customer service responsiveness,0,0,1,1,1
2023-06-06 18:51:13-05:30,24,male,few times a month,"['beauty and personal care', 'clothing and fashion']",sometimes,few times a week,keyword,multiple pages,1,yes,sometimes,found a better price elsewhere,sometimes,no,heavily,sometimes,2,sometimes,2,1,competitive prices,product quality and accuracy,1,1,0,0,0
2023-06-06 18:57:14-05:30,23,female,less than once a month,['beauty and personal care'],no,rarely,keyword,multiple pages,1,yes,rarely,high shipping costs,often,yes,heavily,yes,1,yes,1,1,wide product selection,shipping speed and reliability,1,0,0,0,0
2023-06-06 19:02:21-05:30,26,female,few times a month,"['beauty and personal care', 'clothing and fashion']",yes,few times a week,categories,multiple pages,1,yes,always,high shipping costs,always,yes,occasionally,yes,5,yes,1,1,wide product selection,product quality and accuracy,1,1,0,0,0
2023-06-06 19:08:47-05:30,29,male,multiple times a week,"['beauty and personal care', 'clothing and fashion']",no,multiple times a day,filter,multiple pages,5,yes,sometimes,found a better price elsewhere,always,no,rarely,yes,3,yes,1,1,competitive prices,shipping speed and reliability,1,1,0,0,0
2023-06-06 19:10:14-05:30,46,prefer not to say,few times a month,"['beauty and personal care', 'clothing and fashion']",no,few times a month,keyword,multiple pages,2,no,sometimes,found a better price elsewhere,sometimes,no,moderately,no,2,yes,3,2,competitive prices,reducing packaging waste,1,1,0,0,0
2023-06-06 19:10:55-05:30,24,male,less than once a month,['others'],no,few times a month,keyword,multiple pages,4,yes,sometimes,found a better price elsewhere,sometimes,no,occasionally,yes,3,yes,4,5,wide product selection,nothing,0,0,0,0,1
2023-06-06 19:11:13-05:30,33,female,few times a month,"['groceries and gourmet food', 'beauty and personal care']",no,few times a week,filter,multiple pages,2,no,sometimes,found a better price elsewhere,often,no,occasionally,no,2,no,2,2,competitive prices,reducing packaging waste,1,0,1,0,0
2023-06-06 19:11:46-05:30,33,female,once a week,"['beauty and personal care', 'others']",no,few times a week,filter,first page,5,maybe,never,changed my mind or no longer need the item,rarely,no,occasionally,no,2,yes,1,1,product recommendations,shipping speed and reliability,1,0,0,0,1
2023-06-06 19:12:54-05:30,31,prefer not to say,once a month,['clothing and fashion'],no,few times a month,categories,first page,3,no,sometimes,changed my mind or no longer need the item,sometimes,no,heavily,no,3,no,5,4,wide product selection,shipping speed and reliability,0,1,0,0,0
2023-06-06 19:15:48-05:30,40,prefer not to say,few times a month,"['clothing and fashion', 'home and kitchen']",sometimes,multiple times a day,filter,first page,2,no,always,high shipping costs,often,no,occasionally,no,1,yes,1,2,product recommendations,reducing packaging waste,0,1,0,1,0
2023-06-06 19:16:28-05:30,37,male,once a week,"['beauty and personal care', 'clothing and fashion']",no,few times a month,categories,first page,3,no,sometimes,found a better price elsewhere,always,no,occasionally,no,2,no,3,4,product recommendations,customer service responsiveness,1,1,0,0,0
2023-06-06 19:17:17-05:30,25,prefer not to say,few times a month,['beauty and personal care'],no,rarely,categories,first page,3,no,rarely,changed my mind or no longer need the item,often,no,heavily,no,2,no,3,2,user-friendly website/app interface,product quality and accuracy,1,0,0,0,0
2023-06-06 19:18:01-05:30,60,female,once a week,"['beauty and personal care', 'clothing and fashion']",yes,multiple times a day,keyword,first page,2,no,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,no,2,no,2,3,product recommendations,customer service responsiveness,1,1,0,0,0
2023-06-06 19:18:52-05:30,18,female,once a week,"['groceries and gourmet food', 'beauty and personal care']",no,few times a month,categories,first page,3,maybe,sometimes,found a better price elsewhere,often,no,rarely,no,4,no,4,4,competitive prices,reducing packaging waste,1,0,1,0,0
2023-06-06 19:19:43-05:30,50,male,less than once a month,"['clothing and fashion', 'home and kitchen', 'others']",no,few times a week,categories,multiple pages,3,no,never,others,rarely,no,occasionally,no,4,no,4,4,product recommendations,shipping speed and reliability,0,1,0,1,1
2023-06-06 19:20:35-05:30,24,prefer not to say,few times a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,few times a month,categories,first page,1,no,sometimes,changed my mind or no longer need the item,rarely,no,occasionally,sometimes,3,no,2,3,wide product selection,product quality and accuracy,1,1,0,1,0
2023-06-06 19:21:26-05:30,19,female,few times a month,"['beauty and personal care', 'clothing and fashion']",no,few times a month,categories,first page,3,no,often,found a better price elsewhere,sometimes,no,occasionally,no,2,no,3,2,wide product selection,customer service responsiveness,1,1,0,0,0
2023-06-06 19:22:31-05:30,18,female,once a month,"['beauty and personal care', 'clothing and fashion', 'others']",no,rarely,others,first page,4,maybe,rarely,high shipping costs,always,yes,moderately,no,1,no,2,1,wide product selection,product quality and accuracy,1,1,0,0,1
2023-06-06 19:31:34-05:30,27,female,once a month,['beauty and personal care'],no,few times a week,keyword,multiple pages,1,yes,often,changed my mind or no longer need the item,sometimes,yes,heavily,yes,3,sometimes,3,2,wide product selection,shipping speed and reliability,1,0,0,0,0
2023-06-06 19:39:44-05:30,23,male,less than once a month,"['beauty and personal care', 'home and kitchen', 'others']",no,rarely,filter,multiple pages,1,no,often,changed my mind or no longer need the item,never,no,heavily,yes,5,no,5,2,wide product selection,product quality and accuracy,1,0,0,1,1
2023-06-06 19:40:11-05:30,35,female,few times a month,['beauty and personal care'],no,few times a month,categories,first page,3,maybe,rarely,found a better price elsewhere,often,yes,occasionally,no,2,no,4,2,product recommendations,reducing packaging waste,1,0,0,0,0
2023-06-06 19:40:53-05:30,57,female,few times a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",no,few times a week,filter,multiple pages,2,no,always,changed my mind or no longer need the item,rarely,no,occasionally,yes,3,sometimes,3,1,product recommendations,reducing packaging waste,1,1,1,1,1
2023-06-06 19:41:36-05:30,54,male,few times a month,"['groceries and gourmet food', 'clothing and fashion', 'home and kitchen']",no,few times a week,filter,first page,3,no,rarely,found a better price elsewhere,sometimes,yes,moderately,no,3,no,2,2,competitive prices,product quality and accuracy,0,1,1,1,0
2023-06-06 19:42:13-05:30,26,prefer not to say,once a month,['beauty and personal care'],no,few times a month,categories,multiple pages,2,no,sometimes,high shipping costs,often,no,heavily,no,2,no,2,2,wide product selection,shipping speed and reliability,1,0,0,0,0
2023-06-06 19:42:51-05:30,46,male,once a week,['beauty and personal care'],sometimes,rarely,keyword,multiple pages,2,yes,often,found a better price elsewhere,often,yes,heavily,no,2,no,2,2,competitive prices,customer service responsiveness,1,0,0,0,0
2023-06-06 19:46:27-05:30,26,female,multiple times a week,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,few times a week,keyword,multiple pages,1,maybe,often,others,often,yes,moderately,yes,3,sometimes,3,2,competitive prices,add more familiar brands to the list,1,1,1,1,1
2023-06-06 19:54:19-05:30,24,male,once a month,['others'],no,few times a month,filter,multiple pages,1,yes,often,changed my mind or no longer need the item,often,yes,heavily,yes,1,yes,3,2,user-friendly website/app interface,shipping speed and reliability,0,0,0,0,1
2023-06-06 20:01:47-05:30,26,female,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion']",no,few times a week,categories,multiple pages,1,yes,often,changed my mind or no longer need the item,never,yes,heavily,yes,2,yes,1,1,user-friendly website/app interface,shipping speed and reliability,1,1,1,0,0
2023-06-06 20:08:19-05:30,27,male,once a month,['clothing and fashion'],no,few times a month,categories,multiple pages,5,maybe,often,high shipping costs,never,yes,heavily,yes,3,yes,1,2,wide product selection,shipping speed and reliability,0,1,0,0,0
2023-06-06 20:55:08-05:30,22,female,few times a month,['beauty and personal care'],yes,multiple times a day,filter,multiple pages,3,maybe,often,found a better price elsewhere,always,yes,moderately,sometimes,1,sometimes,3,3,competitive prices,customer service responsiveness,1,0,0,0,0
2023-06-06 20:56:17-05:30,24,male,few times a month,['beauty and personal care'],yes,few times a week,categories,multiple pages,3,yes,sometimes,found a better price elsewhere,sometimes,no,occasionally,yes,3,yes,3,3,product recommendations,customer service responsiveness,1,0,0,0,0
2023-06-06 20:57:23-05:30,25,male,multiple times a week,['beauty and personal care'],no,few times a week,filter,multiple pages,3,maybe,often,found a better price elsewhere,often,no,occasionally,sometimes,2,no,3,3,competitive prices,reducing packaging waste,1,0,0,0,0
2023-06-06 21:08:20-05:30,22,prefer not to say,once a month,['beauty and personal care'],yes,few times a week,others,first page,2,maybe,often,found a better price elsewhere,sometimes,yes,heavily,no,3,sometimes,3,3,product recommendations,customer service responsiveness,1,0,0,0,0
2023-06-06 21:08:39-05:30,27,male,once a month,['others'],no,few times a month,keyword,multiple pages,1,yes,often,high shipping costs,never,yes,heavily,yes,3,yes,1,1,user-friendly website/app interface,shipping speed and reliability,0,0,0,0,1
2023-06-06 23:06:30-05:30,23,female,less than once a month,"['clothing and fashion', 'home and kitchen']",no,few times a month,keyword,first page,1,yes,sometimes,found a better price elsewhere,sometimes,no,moderately,yes,2,yes,2,2,competitive prices,shipping speed and reliability,0,1,0,1,0
2023-06-06 23:28:31-05:30,24,male,less than once a month,['clothing and fashion'],no,few times a month,categories,first page,1,maybe,sometimes,high shipping costs,never,no,heavily,yes,3,yes,3,3,user-friendly website/app interface,product quality and accuracy,0,1,0,0,0
2023-06-07 00:58:28-05:30,24,female,less than once a month,['beauty and personal care'],no,rarely,categories,first page,4,yes,sometimes,changed my mind or no longer need the item,never,no,moderately,yes,3,no,3,3,competitive prices,product quality and accuracy,1,0,0,0,0
2023-06-07 03:08:03-05:30,23,female,few times a month,['clothing and fashion'],no,few times a month,filter,multiple pages,1,yes,sometimes,found a better price elsewhere,sometimes,no,heavily,sometimes,4,yes,3,4,user-friendly website/app interface,product quality and accuracy,0,1,0,0,0
2023-06-07 06:09:58-05:30,23,male,once a month,"['clothing and fashion', 'others']",no,few times a month,keyword,multiple pages,1,yes,sometimes,found a better price elsewhere,often,yes,heavily,yes,3,no,3,3,competitive prices,user interface,0,1,0,0,1
2023-06-07 09:19:23-05:30,25,female,once a week,['groceries and gourmet food'],yes,multiple times a day,filter,multiple pages,3,yes,sometimes,changed my mind or no longer need the item,often,no,moderately,yes,3,yes,3,3,product recommendations,reducing packaging waste,0,0,1,0,0
2023-06-07 09:20:34-05:30,21,male,once a week,['groceries and gourmet food'],no,few times a week,categories,first page,5,maybe,sometimes,high shipping costs,rarely,yes,occasionally,no,3,no,3,3,user-friendly website/app interface,customer service responsiveness,0,0,1,0,0
2023-06-07 09:24:31-05:30,36,female,few times a month,['groceries and gourmet food'],no,few times a month,keyword,multiple pages,2,no,often,found a better price elsewhere,sometimes,yes,occasionally,no,3,sometimes,3,4,wide product selection,customer service responsiveness,0,0,1,0,0
2023-06-07 09:25:35-05:30,23,female,multiple times a week,['beauty and personal care'],yes,few times a week,filter,multiple pages,3,no,often,found a better price elsewhere,sometimes,yes,occasionally,yes,3,sometimes,3,3,competitive prices,customer service responsiveness,1,0,0,0,0
2023-06-07 09:27:03-05:30,23,female,few times a month,['clothing and fashion'],sometimes,few times a month,filter,multiple pages,3,no,rarely,found a better price elsewhere,sometimes,yes,occasionally,yes,3,no,3,3,product recommendations,customer service responsiveness,0,1,0,0,0
2023-06-07 09:28:09-05:30,23,prefer not to say,once a week,['clothing and fashion'],yes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,yes,3,no,3,3,product recommendations,customer service responsiveness,0,1,0,0,0
2023-06-07 09:32:38-05:30,21,female,once a week,['beauty and personal care'],yes,few times a week,filter,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,no,moderately,yes,3,no,3,3,competitive prices,customer service responsiveness,1,0,0,0,0
2023-06-07 10:56:11-05:30,23,prefer not to say,once a week,['clothing and fashion'],yes,few times a month,keyword,multiple pages,3,maybe,often,high shipping costs,always,yes,heavily,yes,3,sometimes,3,3,competitive prices,product quality and accuracy,0,1,0,0,0
2023-06-07 10:57:14-05:30,26,others,few times a month,['beauty and personal care'],yes,few times a week,filter,multiple pages,3,yes,sometimes,high shipping costs,sometimes,yes,occasionally,no,3,no,2,3,user-friendly website/app interface,product quality and accuracy,1,0,0,0,0
2023-06-07 10:58:27-05:30,30,female,few times a month,['beauty and personal care'],yes,few times a week,filter,multiple pages,3,maybe,sometimes,found a better price elsewhere,never,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness,1,0,0,0,0
2023-06-07 11:41:56-05:30,37,female,once a month,['clothing and fashion'],sometimes,few times a month,categories,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,often,no,heavily,yes,4,sometimes,2,3,wide product selection,product quality and accuracy,0,1,0,0,0
2023-06-07 11:44:55-05:30,26,female,once a month,['beauty and personal care'],yes,few times a week,categories,multiple pages,3,yes,sometimes,changed my mind or no longer need the item,often,no,occasionally,yes,2,yes,3,3,competitive prices,shipping speed and reliability,1,0,0,0,0
2023-06-07 11:46:52-05:30,46,female,once a month,['others'],sometimes,rarely,others,first page,5,yes,always,high shipping costs,always,yes,rarely,sometimes,1,yes,1,1,user-friendly website/app interface,shipping speed and reliability,0,0,0,0,1
2023-06-07 11:47:07-05:30,36,female,less than once a month,['others'],no,rarely,others,multiple pages,4,no,never,others,never,no,never,sometimes,4,yes,4,4,user-friendly website/app interface,product quality and accuracy,0,0,0,0,1
2023-06-07 11:47:44-05:30,40,female,less than once a month,['home and kitchen'],sometimes,rarely,categories,multiple pages,3,yes,sometimes,changed my mind or no longer need the item,rarely,no,moderately,yes,3,yes,2,2,wide product selection,customer service responsiveness,0,0,0,1,0
2023-06-07 11:47:44-05:30,41,male,less than once a month,['clothing and fashion'],sometimes,few times a month,keyword,multiple pages,1,yes,always,found a better price elsewhere,rarely,yes,rarely,yes,5,yes,2,3,wide product selection,shipping speed and reliability,0,1,0,0,0
2023-06-07 11:48:25-05:30,34,male,less than once a month,['others'],no,rarely,keyword,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,never,yes,moderately,sometimes,4,no,3,2,wide product selection,scrolling option would be much better than going to next page,0,0,0,0,1
2023-06-07 11:54:03-05:30,29,female,once a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,multiple times a day,keyword,multiple pages,1,maybe,often,changed my mind or no longer need the item,always,yes,heavily,yes,5,no,3,3,user-friendly website/app interface,product quality and accuracy,1,1,0,1,0
2023-06-07 12:01:15-05:30,35,male,once a month,['clothing and fashion'],sometimes,few times a week,categories,multiple pages,3,yes,sometimes,changed my mind or no longer need the item,rarely,no,rarely,yes,2,yes,3,3,product recommendations,product quality and accuracy,0,1,0,0,0
2023-06-07 12:13:39-05:30,32,male,less than once a month,['clothing and fashion'],no,rarely,keyword,multiple pages,5,maybe,sometimes,found a better price elsewhere,rarely,yes,moderately,yes,3,yes,1,3,product recommendations,reducing packaging waste,0,1,0,0,0
2023-06-07 12:23:07-05:30,41,male,few times a month,"['beauty and personal care', 'clothing and fashion', 'others']",sometimes,few times a week,filter,multiple pages,1,yes,often,found a better price elsewhere,never,no,heavily,yes,1,yes,2,2,wide product selection,product quality and accuracy,1,1,0,0,1
2023-06-07 12:27:12-05:30,35,female,few times a month,"['home and kitchen', 'others']",yes,multiple times a day,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,yes,2,yes,3,2,wide product selection,product quality and accuracy,0,0,0,1,1
2023-06-07 12:29:31-05:30,36,female,few times a month,"['groceries and gourmet food', 'home and kitchen', 'others']",yes,few times a week,keyword,multiple pages,4,yes,sometimes,found a better price elsewhere,often,yes,moderately,sometimes,3,yes,2,1,competitive prices,reducing packaging waste,0,0,1,1,1
2023-06-07 12:30:22-05:30,46,female,once a week,['others'],no,few times a week,keyword,multiple pages,5,yes,often,found a better price elsewhere,often,no,moderately,yes,5,sometimes,3,4,wide product selection,customer service responsiveness,0,0,0,0,1
